model,dataset,method,layer,auroc,auroc_std,accuracy,f1,auprc
qwen2.5-7b,fever,probe_linear,15,0.8676255993329164,0.051209121898000455,0.7541666666666668,0.7902469135802469,0.8700819226313637
qwen2.5-7b,fever,probe_linear,16,0.8755472170106318,0.051921254168272014,0.7583333333333333,0.7103386809269162,0.8780577891717115
qwen2.5-7b,fever,probe_linear,17,0.8872211799041069,0.037639087107083156,0.7458333333333332,0.7028721593012066,0.8798046507141467
qwen2.5-7b,fever,probe_linear,18,0.8953512612049197,0.034937408655637464,0.8125,0.8148558758314856,0.8823255845245953
qwen2.5-7b,fever,probe_linear,19,0.919533041484261,0.02298589143020311,0.8125,0.8055258467023173,0.913474776451964
qwen2.5-7b,fever,probe_linear,20,0.9205753595997498,0.008529194307058084,0.8208333333333334,0.8106533499791927,0.9178571750572084
qwen2.5-7b,fever,probe_linear,21,0.9199499687304565,0.02327148808770549,0.7999999999999999,0.8218497189085424,0.917299171569277
qwen2.5-7b,fever,probe_linear,22,0.9018136335209507,0.024905950908992936,0.8208333333333334,0.8246894237232402,0.9028956626855204
qwen2.5-7b,fever,probe_linear,23,0.9116114238065457,0.004826281802289018,0.7791666666666667,0.7630533759566017,0.9059807522376699
qwen2.5-7b,fever,probe_linear,24,0.9049405878674172,0.028957690813734196,0.8166666666666668,0.8132142891620432,0.8951824385162391
qwen2.5-7b,fever,probe_linear,25,0.9028559516364395,0.021338774726319284,0.7999999999999999,0.800700545506747,0.890576020008751
qwen2.5-7b,fever,probe_linear,26,0.9120283510527413,0.009958366406083921,0.7583333333333334,0.7371813302664366,0.9120287744737702
qwen2.5-7b,fever,probe_linear,27,0.9111944965603502,0.011198979377580366,0.7583333333333333,0.7292531949520237,0.9004610947206678
qwen2.5-7b,fever,probe_linear,28,0.892432770481551,0.01302855950969337,0.8000000000000002,0.8234151107251412,0.8812427870969586
qwen2.5-7b,fever,probe_mlp,0,0.5,0.0,0.5125,0.6776859504132231,0.5125
qwen2.5-7b,fever,probe_mlp,1,0.6700020846362311,0.04967649209894565,0.5958333333333333,0.5261448640758986,0.6962792997595306
qwen2.5-7b,fever,probe_mlp,2,0.6966854283927454,0.034936164778159355,0.6083333333333334,0.5562474242253943,0.7241733950901059
qwen2.5-7b,fever,probe_mlp,3,0.7675630602459872,0.06385387440175655,0.6708333333333334,0.6284382104947723,0.7849410491727054
qwen2.5-7b,fever,probe_mlp,4,0.8050865124035855,0.05079245159683302,0.6833333333333332,0.6191173691173691,0.8045536112255333
qwen2.5-7b,fever,probe_mlp,5,0.8413591828225974,0.051371798538807315,0.7416666666666667,0.746793870233788,0.8487488740020392
qwen2.5-7b,fever,probe_mlp,6,0.8338544923910778,0.05658625917436418,0.7041666666666666,0.6569541569541569,0.8197022546648424
qwen2.5-7b,fever,probe_mlp,7,0.8340629560141756,0.04286044536467423,0.7291666666666666,0.7099057804940158,0.8347393753314346
qwen2.5-7b,fever,probe_mlp,8,0.8547008547008547,0.04653550599220335,0.7583333333333333,0.7621166734774726,0.8578853437902486
qwen2.5-7b,fever,probe_mlp,9,0.8622055451323746,0.04761283595523666,0.725,0.6817986424378351,0.8676156764585862
qwen2.5-7b,fever,probe_mlp,10,0.8521992912236813,0.03441481246576393,0.7583333333333333,0.7511351013460718,0.8564846352606083
qwen2.5-7b,fever,probe_mlp,11,0.8499061913696059,0.0365769016077816,0.7666666666666666,0.7706410055807646,0.852466854287146
qwen2.5-7b,fever,probe_mlp,12,0.8597039816552012,0.030369937630142698,0.7583333333333333,0.7766694760109779,0.8675062127358157
qwen2.5-7b,fever,probe_mlp,13,0.8686679174484052,0.028595252365198665,0.7666666666666666,0.7807108350586612,0.8716296975719525
qwen2.5-7b,fever,probe_mlp,14,0.8588701271628101,0.037399326815363954,0.7624999999999998,0.7577838827838828,0.8622442721341951
qwen2.5-7b,fever,probe_mlp,15,0.877840316864707,0.041676044192953295,0.7916666666666666,0.7905844155844156,0.8764232644646128
qwen2.5-7b,fever,probe_mlp,16,0.8701271628100896,0.048792067742798984,0.7541666666666668,0.7514671361502346,0.8700467373948145
qwen2.5-7b,fever,probe_mlp,17,0.8976443610589953,0.0300982779341967,0.8083333333333332,0.8077701915667616,0.8906136138633366
qwen2.5-7b,fever,probe_mlp,18,0.8984782155513861,0.027480851036502465,0.8291666666666666,0.8236230977694392,0.8917297148308218
qwen2.5-7b,fever,probe_mlp,19,0.9224515322076298,0.02414581152482018,0.8125,0.8223320158102766,0.9194797884419912
qwen2.5-7b,fever,probe_mlp,20,0.9186991869918698,0.007710336464001252,0.8166666666666668,0.8310330836454431,0.9173440915746595
qwen2.5-7b,fever,probe_mlp,21,0.9270377319157808,0.009139174574435239,0.8541666666666666,0.86363462786879,0.9228582982338781
qwen2.5-7b,fever,probe_mlp,22,0.9199499687304565,0.004871095036709533,0.8125,0.8150253926274263,0.9163597974451991
qwen2.5-7b,fever,probe_mlp,23,0.9089013967062748,0.006239995641899463,0.7708333333333334,0.7446626516540107,0.9104400836658414
qwen2.5-7b,fever,probe_mlp,24,0.9118198874296435,0.0018411008685277703,0.8208333333333333,0.8272485730868281,0.9155765532884552
qwen2.5-7b,fever,probe_mlp,25,0.9147383781530123,0.010518637324613615,0.6791666666666667,0.5146015853149771,0.9149734895062055
qwen2.5-7b,fever,probe_mlp,26,0.9216176777152386,0.006302362500659098,0.7041666666666666,0.5459042630583443,0.9209850227426378
qwen2.5-7b,fever,probe_mlp,27,0.9270377319157808,0.00658560308481608,0.7999999999999999,0.77706640360473,0.9285002626476108
qwen2.5-7b,fever,probe_mlp,28,0.9178653324994789,0.011202859155759387,0.7041666666666666,0.5750141239013457,0.9213834365579103
qwen2.5-7b,halueval_qa,probe_linear,0,0.9816666666666668,0.017149263022713846,0.8375,0.7758451424055512,0.9771352141501493
qwen2.5-7b,halueval_qa,probe_linear,1,0.9822916666666667,0.014472795360798677,0.9541666666666666,0.9539647344525393,0.9790227687130235
qwen2.5-7b,halueval_qa,probe_linear,2,0.9845833333333333,0.01695838452080722,0.9708333333333332,0.9714945297601124,0.9787051737183626
qwen2.5-7b,halueval_qa,probe_linear,3,0.9874999999999999,0.012818850052429288,0.9583333333333334,0.9587359305379269,0.9889500047170384
qwen2.5-7b,halueval_qa,probe_linear,4,0.9879166666666667,0.00957880327714388,0.9666666666666667,0.9672764227642277,0.986915634529225
qwen2.5-7b,halueval_qa,probe_linear,5,0.9862500000000001,0.004868050602311583,0.9499999999999998,0.9492939666238768,0.9829504102150571
qwen2.5-7b,halueval_qa,probe_linear,6,0.993125,0.0030618621784789524,0.9583333333333334,0.9585157390035439,0.9929051438442663
qwen2.5-7b,halueval_qa,probe_linear,7,0.9933333333333333,0.005111601727660519,0.9583333333333334,0.9589430894308943,0.9932166231991908
qwen2.5-7b,halueval_qa,probe_linear,8,0.9933333333333333,0.005621140651346652,0.9583333333333334,0.9589430894308943,0.9923058101625449
qwen2.5-7b,halueval_qa,probe_linear,9,0.9927083333333334,0.005870417834835538,0.9666666666666667,0.9671785606744955,0.9911135235255341
qwen2.5-7b,halueval_qa,probe_linear,10,0.99125,0.0077055175037111885,0.9624999999999999,0.9629515282494596,0.9891391508538434
qwen2.5-7b,halueval_qa,probe_linear,11,0.9891666666666666,0.010829326181972517,0.9624999999999999,0.9632640770852152,0.9864985273118281
qwen2.5-7b,halueval_qa,probe_linear,12,0.9927083333333333,0.007436070123989457,0.9624999999999999,0.9629515282494596,0.9921695472763751
qwen2.5-7b,halueval_qa,probe_linear,13,0.9933333333333333,0.007330255035732973,0.9624999999999999,0.9629515282494596,0.991477496648435
qwen2.5-7b,halueval_qa,probe_linear,14,0.99375,0.006750771560841514,0.9541666666666666,0.9539647344525393,0.9921142638713705
qwen2.5-7b,halueval_qa,probe_linear,15,0.995625,0.003346328834210229,0.9708333333333332,0.9714945297601124,0.9955473778924601
qwen2.5-7b,halueval_qa,probe_linear,16,0.9966666666666667,0.0023570226039551605,0.9666666666666667,0.9672764227642277,0.9965876570175837
qwen2.5-7b,halueval_qa,probe_linear,17,0.9941666666666666,0.0054565836890453035,0.9666666666666667,0.9672764227642277,0.9936547587926722
qwen2.5-7b,halueval_qa,probe_linear,18,0.9964583333333333,0.0028105703256733287,0.9708333333333333,0.9711909063535079,0.9965516725642584
qwen2.5-7b,halueval_qa,probe_linear,19,0.9968749999999998,0.002551551815399135,0.9708333333333333,0.9711909063535079,0.9968681833155517
qwen2.5-7b,halueval_qa,probe_linear,20,0.9945833333333334,0.004124789556921491,0.9666666666666667,0.9672764227642277,0.994393479940876
qwen2.5-7b,halueval_qa,probe_linear,21,0.9952083333333333,0.002901747557746693,0.9708333333333333,0.971291277727592,0.9952857032489247
qwen2.5-7b,halueval_qa,probe_linear,22,0.9925,0.00453573772022438,0.9666666666666667,0.9672764227642277,0.9924196069325205
qwen2.5-7b,halueval_qa,probe_linear,23,0.9935416666666667,0.0015590239111558152,0.9666666666666667,0.9671785606744955,0.9936808868958155
qwen2.5-7b,halueval_qa,probe_linear,24,0.9947916666666666,0.0024116326880812456,0.9583333333333334,0.959349593495935,0.9951976522721985
qwen2.5-7b,halueval_qa,probe_linear,25,0.9945833333333334,0.0025685058345704,0.9541666666666666,0.9551339957844022,0.9951175030581427
qwen2.5-7b,halueval_qa,probe_linear,26,0.9939583333333334,0.004602233757161351,0.9541666666666666,0.9553921568627451,0.9936639802772311
qwen2.5-7b,halueval_qa,probe_linear,27,0.9939583333333334,0.0047415861153087165,0.9624999999999999,0.9632640770852152,0.9939951908528282
qwen2.5-7b,halueval_qa,probe_linear,28,0.9905208333333334,0.0069706104268006915,0.9416666666666668,0.9450414810661516,0.9905067332271965
qwen2.5-7b,halueval_qa,probe_mlp,0,0.979375,0.012788341044352341,0.9708333333333332,0.9714945297601124,0.9702037565359068
qwen2.5-7b,halueval_qa,probe_mlp,1,0.9779166666666667,0.022903405253852982,0.9541666666666666,0.9541997699179271,0.9751232808022348
qwen2.5-7b,halueval_qa,probe_mlp,2,0.9797916666666667,0.02202232137829452,0.9583333333333334,0.9586355591638429,0.9715825682124212
qwen2.5-7b,halueval_qa,probe_mlp,3,0.9831249999999999,0.01947220240924654,0.9624999999999999,0.9629515282494596,0.9810020270000525
qwen2.5-7b,halueval_qa,probe_mlp,4,0.9829166666666667,0.019299809296697445,0.9708333333333332,0.9714945297601124,0.9802194005102599
qwen2.5-7b,halueval_qa,probe_mlp,5,0.9847916666666667,0.013133264593728697,0.9708333333333332,0.9714945297601124,0.9828716154788726
qwen2.5-7b,halueval_qa,probe_mlp,6,0.9872916666666667,0.011195857368786952,0.9583333333333334,0.9582146248812915,0.9851235342993326
qwen2.5-7b,halueval_qa,probe_mlp,7,0.9933333333333333,0.006852868418082709,0.9583333333333334,0.9582146248812915,0.992659357959873
qwen2.5-7b,halueval_qa,probe_mlp,8,0.9922916666666667,0.008390429402334237,0.9708333333333332,0.9714945297601124,0.9915007436650441
qwen2.5-7b,halueval_qa,probe_mlp,9,0.995625,0.0035721725415587577,0.975,0.9755093847234768,0.9953235460505478
qwen2.5-7b,halueval_qa,probe_mlp,10,0.9929166666666666,0.007911182310853103,0.9708333333333332,0.9714945297601124,0.9897906479976776
qwen2.5-7b,halueval_qa,probe_mlp,11,0.993125,0.007971302695712043,0.9666666666666667,0.9674796747967479,0.9900319194359964
qwen2.5-7b,halueval_qa,probe_mlp,12,0.9922916666666667,0.007523112535528223,0.9666666666666667,0.9674796747967479,0.9891178192455805
qwen2.5-7b,halueval_qa,probe_mlp,13,0.993125,0.007954951288348647,0.9666666666666667,0.9674796747967479,0.9900372613163384
qwen2.5-7b,halueval_qa,probe_mlp,14,0.9922916666666666,0.008784653600961673,0.9708333333333333,0.9714945297601124,0.9878599398169694
qwen2.5-7b,halueval_qa,probe_mlp,15,0.9945833333333334,0.00591461231940767,0.9666666666666667,0.9674796747967479,0.9937101320632787
qwen2.5-7b,halueval_qa,probe_mlp,16,0.9964583333333333,0.003397813839645818,0.9666666666666667,0.9674796747967479,0.9962110799258866
qwen2.5-7b,halueval_qa,probe_mlp,17,0.9945833333333334,0.006339635022792913,0.9666666666666667,0.9674796747967479,0.9937627766811407
qwen2.5-7b,halueval_qa,probe_mlp,18,0.995,0.005796011559684827,0.9666666666666667,0.9674796747967479,0.9945992436460204
qwen2.5-7b,halueval_qa,probe_mlp,19,0.995625,0.004177070344950713,0.9666666666666667,0.9674796747967479,0.9954431533918654
qwen2.5-7b,halueval_qa,probe_mlp,20,0.995,0.003852758751855618,0.9666666666666667,0.9674796747967479,0.9947356833551271
qwen2.5-7b,halueval_qa,probe_mlp,21,0.9960416666666667,0.0023011168785806737,0.975,0.9755093847234768,0.995995293875589
qwen2.5-7b,halueval_qa,probe_mlp,22,0.9964583333333333,0.0024116326880812807,0.9708333333333333,0.9714945297601124,0.9964552325944019
qwen2.5-7b,halueval_qa,probe_mlp,23,0.9964583333333333,0.001284252917285134,0.9708333333333333,0.9714945297601124,0.9964697114118332
qwen2.5-7b,halueval_qa,probe_mlp,24,0.9972916666666668,0.001284252917285218,0.9708333333333333,0.9714945297601124,0.9973392897284589
qwen2.5-7b,halueval_qa,probe_mlp,25,0.9974999999999999,0.0008838834764831132,0.9666666666666667,0.9674796747967479,0.9976055008676958
qwen2.5-7b,halueval_qa,probe_mlp,26,0.99625,0.003104096755364878,0.9624999999999999,0.9632640770852152,0.9962779524697142
qwen2.5-7b,halueval_qa,probe_mlp,27,0.995,0.0044487826050130345,0.9624999999999999,0.9624302225928242,0.9947968695218973
qwen2.5-7b,halueval_qa,probe_mlp,28,0.9968750000000001,0.0022243913025065277,0.9750000000000001,0.9752057613168724,0.9968726637851484
qwen2.5-7b,synthetic,probe_linear,0,0.7441666666666666,0.05673020335079211,0.6625,0.6295850645165714,0.7634635626562053
qwen2.5-7b,synthetic,probe_linear,1,0.7902083333333335,0.05266178774869769,0.6625,0.6549165671158702,0.8106020007159785
qwen2.5-7b,synthetic,probe_linear,2,0.7762500000000001,0.06538945824825279,0.6708333333333334,0.683071842225902,0.7834663653048786
qwen2.5-7b,synthetic,probe_linear,3,0.8612500000000001,0.03336586953759779,0.7458333333333332,0.7266511266511267,0.8606125572289111
qwen2.5-7b,synthetic,probe_linear,4,0.8664583333333332,0.059128508822357026,0.7791666666666668,0.7723695666733641,0.8603121579717418
qwen2.5-7b,synthetic,probe_linear,5,0.8635416666666668,0.03330858456247508,0.7708333333333334,0.7778575885536836,0.8559770326475867
qwen2.5-7b,synthetic,probe_linear,6,0.9110416666666667,0.02044640691064214,0.8416666666666667,0.8373510051592244,0.906708689165978
qwen2.5-7b,synthetic,probe_linear,7,0.9279166666666668,0.03750810097684083,0.8458333333333333,0.8394390366221351,0.9284530274948475
qwen2.5-7b,synthetic,probe_linear,8,0.928125,0.036894415792456545,0.8416666666666667,0.8376283260004191,0.9176882973959876
qwen2.5-7b,synthetic,probe_linear,9,0.9802083333333332,0.0196739922797134,0.9499999999999998,0.9499791536376901,0.9643938217962457
qwen2.5-7b,synthetic,probe_linear,10,0.9835416666666666,0.01797954084199286,0.9541666666666666,0.9551989150090415,0.9761941936036799
qwen2.5-7b,synthetic,probe_linear,11,0.9879166666666667,0.009740558106300813,0.9583333333333334,0.9580945965632597,0.9874697302301746
qwen2.5-7b,synthetic,probe_linear,12,0.9908333333333333,0.010424996669330616,0.9416666666666668,0.9437629965310306,0.9920309072019059
qwen2.5-7b,synthetic,probe_linear,13,0.9914583333333334,0.009952142427080132,0.9583333333333334,0.9597401953492984,0.9918745729794743
qwen2.5-7b,synthetic,probe_linear,14,0.9972916666666666,0.0026187093937451054,0.9791666666666666,0.9793196853675052,0.9972240929319494
qwen2.5-7b,synthetic,probe_linear,15,0.9966666666666667,0.003118047822311591,0.9541666666666666,0.9550851000599403,0.9967832839471856
qwen2.5-7b,synthetic,probe_linear,16,0.9997916666666667,0.0002946278254943885,0.9458333333333334,0.9501287157229278,0.9997967479674797
qwen2.5-7b,synthetic,probe_linear,17,1.0,0.0,0.9625,0.9642287377542121,1.0
qwen2.5-7b,synthetic,probe_linear,18,1.0,6.409875621278546e-17,0.975,0.9759969028261711,1.0
qwen2.5-7b,synthetic,probe_linear,19,0.9997916666666667,0.0002946278254943885,0.9833333333333334,0.9835365853658536,0.9997967479674797
qwen2.5-7b,synthetic,probe_linear,20,0.9977083333333333,0.0017921510973005564,0.9833333333333334,0.9831196581196582,0.9977077586215906
qwen2.5-7b,synthetic,probe_linear,21,0.9970833333333333,0.004124789556921544,0.9666666666666667,0.9674498942791626,0.9970006435394755
qwen2.5-7b,synthetic,probe_linear,22,0.993125,0.005376453291901665,0.8875000000000001,0.8800203527815468,0.9930947477007014
qwen2.5-7b,synthetic,probe_linear,23,0.9827083333333334,0.021856142665672307,0.8375,0.8244923800479356,0.9801349723375327
qwen2.5-7b,synthetic,probe_linear,24,0.9783333333333334,0.030200430000617947,0.9125,0.9233526330300523,0.9807892062851226
qwen2.5-7b,synthetic,probe_linear,25,0.9897916666666666,0.01313326459372869,0.9083333333333333,0.8838291843756324,0.9882764527662827
qwen2.5-7b,synthetic,probe_linear,26,0.9877083333333333,0.015648593298511634,0.875,0.8272796120897388,0.9843384475164737
qwen2.5-7b,synthetic,probe_linear,27,0.9872916666666667,0.01581413309529024,0.85,0.7799266437037334,0.9819627222999577
qwen2.5-7b,synthetic,probe_linear,28,0.98375,0.011051489341562363,0.9291666666666667,0.9250803314730255,0.980051378719823
qwen2.5-7b,synthetic,probe_mlp,0,0.7512500000000001,0.05082394038902005,0.625,0.6061942173053284,0.7824228531920522
qwen2.5-7b,synthetic,probe_mlp,1,0.84125,0.03948892249732822,0.7291666666666666,0.738745556702213,0.8531430029089928
qwen2.5-7b,synthetic,probe_mlp,2,0.8135416666666666,0.05562460986130349,0.7125,0.728544061302682,0.8196754056861565
qwen2.5-7b,synthetic,probe_mlp,3,0.8752083333333333,0.03447649158806944,0.7791666666666667,0.7860885275519424,0.8754507308415679
qwen2.5-7b,synthetic,probe_mlp,4,0.890625,0.03973873005855449,0.7791666666666667,0.7774819463594245,0.8979669558768651
qwen2.5-7b,synthetic,probe_mlp,5,0.8952083333333333,0.025193694096384972,0.7916666666666666,0.7937867254911707,0.9034057436712276
qwen2.5-7b,synthetic,probe_mlp,6,0.9347916666666666,0.011137555337186373,0.8291666666666666,0.828955103808905,0.9397283488966138
qwen2.5-7b,synthetic,probe_mlp,7,0.9331250000000001,0.029900006967669254,0.8291666666666666,0.8317238317238318,0.9358214118401659
qwen2.5-7b,synthetic,probe_mlp,8,0.9575,0.012879651263394824,0.8666666666666666,0.865384338586953,0.9598124531399197
qwen2.5-7b,synthetic,probe_mlp,9,0.9902083333333334,0.010512063176285736,0.9541666666666667,0.9557147158773175,0.9913598512270662
qwen2.5-7b,synthetic,probe_mlp,10,0.9874999999999999,0.013891319231808039,0.9375,0.9389456343704708,0.98883726533058
qwen2.5-7b,synthetic,probe_mlp,11,0.9897916666666666,0.011090693045171808,0.9458333333333333,0.94491896991897,0.9913822143157124
qwen2.5-7b,synthetic,probe_mlp,12,0.99125,0.01237436867076458,0.9500000000000001,0.94997594997595,0.9924151781146637
qwen2.5-7b,synthetic,probe_mlp,13,0.9966666666666667,0.004279716371702935,0.9833333333333334,0.9835390946502057,0.996936640741771
qwen2.5-7b,synthetic,probe_mlp,14,0.9972916666666668,0.0038301617314271032,0.9875000000000002,0.9875514403292182,0.9976028557372542
qwen2.5-7b,synthetic,probe_mlp,15,0.9970833333333333,0.004124789556921544,0.9791666666666666,0.9787907565685344,0.9971842722282006
qwen2.5-7b,synthetic,probe_mlp,16,0.9991666666666666,0.001178511301977554,0.9666666666666667,0.9677299219782881,0.9991554411748571
qwen2.5-7b,synthetic,probe_mlp,17,0.9995833333333334,0.000589255650988777,0.9583333333333334,0.9597969555446522,0.9995884146341464
qwen2.5-7b,synthetic,probe_mlp,18,1.0,0.0,0.9916666666666667,0.9917695473251028,1.0
qwen2.5-7b,synthetic,probe_mlp,19,1.0,6.409875621278546e-17,0.975,0.9759036144578314,1.0
qwen2.5-7b,synthetic,probe_mlp,20,0.9995833333333334,0.000589255650988777,0.9500000000000001,0.95483288166215,0.9996031746031746
qwen2.5-7b,synthetic,probe_mlp,21,0.9995833333333333,0.0005892556509888294,0.9375,0.945274936620334,0.9996031746031746
qwen2.5-7b,synthetic,probe_mlp,22,0.9995833333333334,0.000589255650988777,0.9458333333333334,0.9515768784061467,0.9996031746031746
qwen2.5-7b,synthetic,probe_mlp,23,0.9966666666666667,0.004714045207910321,0.9375,0.9362800941748309,0.996524453063285
qwen2.5-7b,synthetic,probe_mlp,24,0.999375,0.0005103103630798632,0.9083333333333333,0.907010582010582,0.9993999225706544
qwen2.5-7b,synthetic,probe_mlp,25,0.9968750000000001,0.002338535866733713,0.9666666666666667,0.9671634980800015,0.9968727449398666
qwen2.5-7b,synthetic,probe_mlp,26,0.9968750000000001,0.004419417382415932,0.9541666666666666,0.9556471396330095,0.9971265206280774
qwen2.5-7b,synthetic,probe_mlp,27,0.9964583333333334,0.0041562369465125365,0.8833333333333333,0.8966208557001396,0.9970700996158314
qwen2.5-7b,synthetic,probe_mlp,28,0.9950000000000001,0.0013501543121682755,0.8916666666666666,0.8898962242596148,0.9951886373192386
qwen2.5-7b,truthfulqa,probe_linear,0,0.5004169272461956,0.0002948120830463245,0.5125,0.6740745885130912,0.5127084636230977
qwen2.5-7b,truthfulqa,probe_linear,1,0.6881384198457369,0.05288488341042864,0.625,0.6160714285714285,0.6891024760546393
qwen2.5-7b,truthfulqa,probe_linear,2,0.7210756722951844,0.05703756730691857,0.6625,0.7072248522540919,0.7383983665765497
qwen2.5-7b,truthfulqa,probe_linear,3,0.7711069418386493,0.02962971437081862,0.65,0.7064927474382942,0.7953552929748398
qwen2.5-7b,truthfulqa,probe_linear,4,0.7961225766103815,0.05249559417494265,0.7374999999999999,0.7399019637447032,0.8280862331198137
qwen2.5-7b,truthfulqa,probe_linear,5,0.8115488847196165,0.04912227543326189,0.725,0.7347179260568567,0.8434038830526948
qwen2.5-7b,truthfulqa,probe_linear,6,0.7854909318323952,0.031941906249255685,0.6833333333333332,0.6766129032258066,0.8243791503743604
qwen2.5-7b,truthfulqa,probe_linear,7,0.7886178861788619,0.07112062724944679,0.7125,0.7214285714285714,0.8315200870058611
qwen2.5-7b,truthfulqa,probe_linear,8,0.8232228476130915,0.03076657542693491,0.7374999999999999,0.7407075682937752,0.8667767811885775
qwen2.5-7b,truthfulqa,probe_linear,9,0.8040441942880968,0.042942494386881504,0.7291666666666666,0.7304980961202018,0.8439761312326791
qwen2.5-7b,truthfulqa,probe_linear,10,0.8373983739837398,0.033982767709359256,0.7541666666666668,0.760194201692329,0.8704274437756035
qwen2.5-7b,truthfulqa,probe_linear,11,0.8378153012299353,0.028977193470035256,0.7333333333333334,0.7345029239766081,0.8725514074787232
qwen2.5-7b,truthfulqa,probe_linear,12,0.8467792370231394,0.029226570220257504,0.7374999999999999,0.7187975646879755,0.874719304518198
qwen2.5-7b,truthfulqa,probe_linear,13,0.8615801542630811,0.026632808618970476,0.7541666666666668,0.772790386351608,0.8901657604501675
qwen2.5-7b,truthfulqa,probe_linear,14,0.8630393996247655,0.028754381319756467,0.775,0.7764957264957265,0.8935972979051728
qwen2.5-7b,truthfulqa,probe_linear,15,0.8699186991869919,0.02097313962127287,0.7583333333333334,0.7573815073815074,0.8959379997199587
qwen2.5-7b,truthfulqa,probe_linear,16,0.900562851782364,0.023438951183961398,0.7875,0.7824221046443268,0.9208425158987378
qwen2.5-7b,truthfulqa,probe_linear,17,0.8938920158432353,0.02782969849220932,0.7999999999999999,0.8020202020202021,0.9131828598708643
qwen2.5-7b,truthfulqa,probe_linear,18,0.8955597248280176,0.024801039107718068,0.7999999999999999,0.7972633744855967,0.9122036077002648
qwen2.5-7b,truthfulqa,probe_linear,19,0.9145299145299145,0.019752409564102007,0.8083333333333332,0.8192752355970078,0.9310709666551146
qwen2.5-7b,truthfulqa,probe_linear,20,0.8963935793204086,0.018978205839884972,0.7708333333333334,0.7999113475177305,0.9141522651336523
qwen2.5-7b,truthfulqa,probe_linear,21,0.8732541171565562,0.02395790352063148,0.7833333333333333,0.7751524515401896,0.8971654757870953
qwen2.5-7b,truthfulqa,probe_linear,22,0.8678340629560141,0.02138759562840209,0.7666666666666666,0.7986598098800063,0.8865335913437943
qwen2.5-7b,truthfulqa,probe_linear,23,0.8547008547008548,0.009557551291513583,0.7666666666666666,0.7728037387708403,0.8700587597511165
qwen2.5-7b,truthfulqa,probe_linear,24,0.8494892641234105,0.010481388442757105,0.7541666666666668,0.7310620725254872,0.871876180612931
qwen2.5-7b,truthfulqa,probe_linear,25,0.8025849489264124,0.03807986235990973,0.725,0.7477570738440303,0.8035074660480407
qwen2.5-7b,truthfulqa,probe_linear,26,0.810089639357932,0.01577451274746101,0.7458333333333332,0.7435120473095157,0.8175915483741978
qwen2.5-7b,truthfulqa,probe_linear,27,0.7658953512612049,0.03530490093982858,0.7083333333333334,0.6644780226635155,0.7712434081081773
qwen2.5-7b,truthfulqa,probe_linear,28,0.7952887221179904,0.0363671945344531,0.7125,0.7458783513405361,0.7950717574637546
qwen2.5-7b,truthfulqa,probe_mlp,0,0.5004169272461956,0.0002948120830463245,0.5125,0.6758802694631573,0.5127084636230977
qwen2.5-7b,truthfulqa,probe_mlp,1,0.6848030018761726,0.06812073213552847,0.5750000000000001,0.6208595387840671,0.6977752374834402
qwen2.5-7b,truthfulqa,probe_mlp,2,0.7181571815718159,0.05383288010678593,0.5958333333333333,0.6910065484918738,0.7521570326374697
qwen2.5-7b,truthfulqa,probe_mlp,3,0.7771523869084844,0.05977928386802551,0.6333333333333334,0.6821600922181194,0.8184303713849553
qwen2.5-7b,truthfulqa,probe_mlp,4,0.8021680216802167,0.055132224281745926,0.7291666666666666,0.7355725064835713,0.8362345435534655
qwen2.5-7b,truthfulqa,probe_mlp,5,0.8090473212424433,0.021478835726314396,0.6958333333333334,0.7239471149636634,0.8446893304226153
qwen2.5-7b,truthfulqa,probe_mlp,6,0.7994579945799458,0.027651110347252403,0.6875,0.7117644518618432,0.839910360914374
qwen2.5-7b,truthfulqa,probe_mlp,7,0.7746508234313113,0.06023336252274488,0.6916666666666668,0.7206774519716886,0.8182561413406333
qwen2.5-7b,truthfulqa,probe_mlp,8,0.8384406920992288,0.0067998776027934915,0.7541666666666668,0.7540678499582608,0.8715588370348452
qwen2.5-7b,truthfulqa,probe_mlp,9,0.8157181571815718,0.028477992681674776,0.7374999999999999,0.7326614285518395,0.8534082152784349
qwen2.5-7b,truthfulqa,probe_mlp,10,0.8515739003543882,0.0091676603824457,0.75,0.7385915327091798,0.8805108461376522
qwen2.5-7b,truthfulqa,probe_mlp,11,0.8434438190535752,0.01640649770269001,0.7666666666666666,0.7664607366099903,0.87445197069551
qwen2.5-7b,truthfulqa,probe_mlp,12,0.8614759224515322,0.026445728419959996,0.7791666666666667,0.7867340138201971,0.875002922990736
qwen2.5-7b,truthfulqa,probe_mlp,13,0.8644986449864499,0.024260723829020083,0.7708333333333334,0.7655014968447804,0.8875703352485894
qwen2.5-7b,truthfulqa,probe_mlp,14,0.8857619345424225,0.016861086307184716,0.7875000000000001,0.8030829546467076,0.907371663906234
qwen2.5-7b,truthfulqa,probe_mlp,15,0.8855534709193246,0.020798360410651463,0.775,0.7938483070980841,0.9082372220401355
qwen2.5-7b,truthfulqa,probe_mlp,16,0.9053575151136126,0.026068790741817165,0.8125,0.826380206881724,0.9227287377564904
qwen2.5-7b,truthfulqa,probe_mlp,17,0.9057744423598083,0.027433369256457285,0.7958333333333334,0.8183686683686684,0.9220222761390774
