model,dataset,method,layer,auroc,auroc_std,accuracy,f1,auprc
llama3.1-8b,fever,probe_linear,26,0.9420471127788201,0.007799994552374267,0.8583333333333334,0.857277120149749,0.9441065727462946
llama3.1-8b,fever,probe_linear,27,0.9416301855326247,0.008143433389461975,0.85,0.8465568199205946,0.9439815798507788
llama3.1-8b,fever,probe_linear,28,0.9426725036481134,0.0095028320367242,0.85,0.8416957026713124,0.9455002346387023
llama3.1-8b,fever,probe_linear,29,0.9420471127788201,0.014660788803433166,0.85,0.837909722413735,0.9462376295654013
llama3.1-8b,fever,probe_linear,30,0.9410047946633312,0.012108847806093458,0.8333333333333334,0.8203857145856013,0.9454780536522507
llama3.1-8b,fever,probe_linear,31,0.9401709401709403,0.015098869261815135,0.7333333333333334,0.6373745173745173,0.9436008001362078
llama3.1-8b,fever,probe_linear,32,0.9428809672712112,0.019412877593200418,0.7875,0.727728006041259,0.9447705015479563
llama3.1-8b,fever,probe_mlp,0,0.5,0.0,0.5041666666666667,0.4517906336088154,0.5125
llama3.1-8b,fever,probe_mlp,1,0.6810506566604128,0.07608893686354296,0.6291666666666667,0.6634893017668136,0.6623628370377248
llama3.1-8b,fever,probe_mlp,2,0.7598499061913695,0.07018509226637164,0.6541666666666667,0.7021822366356313,0.7697881374323036
llama3.1-8b,fever,probe_mlp,3,0.7921617677715239,0.042176678400921666,0.6625000000000001,0.624506690292828,0.7920487307821645
llama3.1-8b,fever,probe_mlp,4,0.8171774025432562,0.024517307363750948,0.7291666666666666,0.7236967140689862,0.8178321531733453
llama3.1-8b,fever,probe_mlp,5,0.8140504481967897,0.02464459738358416,0.7333333333333334,0.7418559654704099,0.8194036547567228
llama3.1-8b,fever,probe_mlp,6,0.8244736293516782,0.027698218866295983,0.7166666666666667,0.7208444770127128,0.8317751785748783
llama3.1-8b,fever,probe_mlp,7,0.856368563685637,0.026008708941919617,0.7208333333333332,0.7396066716455065,0.8612014815616978
llama3.1-8b,fever,probe_mlp,8,0.8840942255576402,0.02033776064250329,0.7416666666666667,0.731351267115643,0.8881571356287944
llama3.1-8b,fever,probe_mlp,9,0.9095267875755679,0.02513175744036774,0.8249999999999998,0.8230750024008451,0.9157104041038174
llama3.1-8b,fever,probe_mlp,10,0.9268292682926829,0.02273878544427496,0.85,0.8499478840942256,0.929566723074602
llama3.1-8b,fever,probe_mlp,11,0.9439232853866999,0.018998803235462908,0.8375,0.8467372134038801,0.9491252994328022
llama3.1-8b,fever,probe_mlp,12,0.9466333124869711,0.009024332216766046,0.8458333333333333,0.845227062094532,0.9463486068238396
llama3.1-8b,fever,probe_mlp,13,0.9449656035021888,0.017622267421645195,0.8583333333333333,0.8672784056151196,0.9443800286253126
llama3.1-8b,fever,probe_mlp,14,0.9460079216176777,0.013435799911879983,0.8583333333333334,0.8536904525276618,0.9461649551194752
llama3.1-8b,fever,probe_mlp,15,0.9524702939337085,0.0116776848648413,0.8541666666666666,0.8628598770840713,0.9506967371513143
llama3.1-8b,fever,probe_mlp,16,0.9528872211799041,0.006505935599052417,0.8708333333333332,0.8809732664995823,0.9497719357948075
llama3.1-8b,fever,probe_mlp,17,0.9533041484260997,0.002570112154667022,0.8625000000000002,0.869983948635634,0.9516402056322223
llama3.1-8b,fever,probe_mlp,18,0.9518449030644153,0.007861041332067921,0.8666666666666667,0.8743500771094954,0.9475685279902759
llama3.1-8b,fever,probe_mlp,19,0.9466333124869711,0.003899997276187124,0.8458333333333333,0.842928482254325,0.9426404095425026
llama3.1-8b,fever,probe_mlp,20,0.9453825307483844,0.004576714279779065,0.8208333333333333,0.817716425133077,0.9418955341523532
llama3.1-8b,fever,probe_mlp,21,0.9437148217636023,0.005029117399130642,0.8416666666666667,0.8488215992144751,0.9419563654702691
llama3.1-8b,fever,probe_mlp,22,0.9405878674171357,0.004679996731424512,0.85,0.8474154371173341,0.9386898197675219
llama3.1-8b,fever,probe_mlp,23,0.9387116948092556,0.004052996059041791,0.8208333333333333,0.8245112375547158,0.9388488711271634
llama3.1-8b,fever,probe_mlp,24,0.9426725036481134,0.004959506880704758,0.8458333333333332,0.8495210727969349,0.9392620699730546
llama3.1-8b,fever,probe_mlp,25,0.9364185949551803,0.004158836219149437,0.8375,0.8414771496642842,0.9348804315505634
llama3.1-8b,fever,probe_mlp,26,0.9437148217636023,0.002701997372694573,0.8541666666666666,0.8534666875032557,0.9429865708095848
llama3.1-8b,fever,probe_mlp,27,0.9441317490097978,0.004633335578672695,0.8666666666666666,0.8726569198140878,0.942485560227338
llama3.1-8b,fever,probe_mlp,28,0.9445486762559933,0.006970295391828488,0.8458333333333333,0.8531936563363889,0.9429984565458408
llama3.1-8b,fever,probe_mlp,29,0.9483010214717531,0.011015088441628424,0.8458333333333333,0.8498778998778999,0.9475992312752931
llama3.1-8b,fever,probe_mlp,30,0.9474671669793621,0.0077272265969775145,0.85,0.8634541351387229,0.9504680393658846
llama3.1-8b,fever,probe_mlp,31,0.9464248488638732,0.014024505475550692,0.8583333333333334,0.8584633204141768,0.945160656391994
llama3.1-8b,fever,probe_mlp,32,0.9449656035021888,0.011699991828561431,0.8458333333333333,0.8391435429106662,0.943772337035994
llama3.1-8b,halueval_qa,probe_linear,0,0.9824999999999999,0.015215466363758477,0.9291666666666666,0.9251000873382922,0.9763037524610366
llama3.1-8b,halueval_qa,probe_linear,1,0.9827083333333334,0.013427402536935005,0.9625,0.9620807514118025,0.9791429260643371
llama3.1-8b,halueval_qa,probe_linear,2,0.9835416666666666,0.011323065201417647,0.9583333333333334,0.9583067740249311,0.9829500797186134
llama3.1-8b,halueval_qa,probe_linear,3,0.9897916666666666,0.011796156389076759,0.9583333333333334,0.9583067740249311,0.9872700600947725
llama3.1-8b,halueval_qa,probe_linear,4,0.9906250000000001,0.012818850052429288,0.9541666666666666,0.9537499273628214,0.9887544623728458
llama3.1-8b,halueval_qa,probe_linear,5,0.9908333333333332,0.004340138886666594,0.9666666666666667,0.9666375980739125,0.9902518317898403
llama3.1-8b,halueval_qa,probe_linear,6,0.9929166666666666,0.006045257553561187,0.9583333333333334,0.9585157390035439,0.9920857659675234
llama3.1-8b,halueval_qa,probe_linear,7,0.9945833333333333,0.0050346024889976835,0.9666666666666667,0.9670627475505524,0.9941535529851927
llama3.1-8b,halueval_qa,probe_linear,8,0.9927083333333333,0.007222889926399832,0.9624999999999999,0.962622743110548,0.9906115222120663
llama3.1-8b,halueval_qa,probe_linear,9,0.9939583333333334,0.006852868418082709,0.9624999999999999,0.9629515282494596,0.9925550089124529
llama3.1-8b,halueval_qa,probe_linear,10,0.9933333333333333,0.006776439986371041,0.9666666666666667,0.9672764227642277,0.9916969949751705
llama3.1-8b,halueval_qa,probe_linear,11,0.9929166666666666,0.00781180552468858,0.9666666666666667,0.9672764227642277,0.9898235861026632
llama3.1-8b,halueval_qa,probe_linear,12,0.9920833333333333,0.00948317223061752,0.9708333333333332,0.9714945297601124,0.9864942559512855
llama3.1-8b,halueval_qa,probe_linear,13,0.9952083333333333,0.0034736108334443815,0.975,0.9754090133493927,0.9948794358458567
llama3.1-8b,halueval_qa,probe_linear,14,0.9970833333333333,0.0029017475577466667,0.9666666666666667,0.9674796747967479,0.9970828841937635
llama3.1-8b,halueval_qa,probe_linear,15,0.9981249999999999,0.0015309310892394536,0.9791666666666666,0.9796246110609254,0.9981520372790113
llama3.1-8b,halueval_qa,probe_linear,16,0.9972916666666666,0.0023011168785806737,0.975,0.9755093847234768,0.997299851917952
llama3.1-8b,halueval_qa,probe_linear,17,0.9968750000000001,0.0027003086243365853,0.975,0.9755093847234768,0.9967563600099482
llama3.1-8b,halueval_qa,probe_linear,18,0.9968750000000001,0.0031040967553648486,0.9791666666666666,0.9794238683127571,0.9967096185569567
llama3.1-8b,halueval_qa,probe_linear,19,0.99625,0.0035721725415587577,0.9791666666666666,0.9794238683127571,0.9959493483612026
llama3.1-8b,halueval_qa,probe_linear,20,0.9970833333333333,0.003240906080438326,0.975,0.9755093847234768,0.99691795189029
llama3.1-8b,halueval_qa,probe_linear,21,0.995625,0.003985651347856036,0.975,0.9755093847234768,0.995156039658411
llama3.1-8b,halueval_qa,probe_linear,22,0.9943750000000001,0.007071067811865481,0.975,0.9755093847234768,0.9924834759132883
llama3.1-8b,halueval_qa,probe_linear,23,0.9945833333333334,0.006339635022792861,0.975,0.9755093847234768,0.9931304057378497
llama3.1-8b,halueval_qa,probe_linear,24,0.9950000000000001,0.006208193510729749,0.975,0.9755093847234768,0.9941270593094743
llama3.1-8b,halueval_qa,probe_linear,25,0.9943750000000001,0.0070894581363223205,0.975,0.9755093847234768,0.9931877818583995
llama3.1-8b,halueval_qa,probe_linear,26,0.9941666666666666,0.007383352144445562,0.975,0.9755093847234768,0.9923022142037367
llama3.1-8b,halueval_qa,probe_linear,27,0.9935416666666667,0.008265347677032272,0.975,0.9755093847234768,0.991774662707866
llama3.1-8b,halueval_qa,probe_linear,28,0.9925,0.00928428331464884,0.975,0.9755093847234768,0.9890730139609962
llama3.1-8b,halueval_qa,probe_linear,29,0.9908333333333333,0.012090515107122427,0.9708333333333332,0.9714945297601124,0.9816141951149824
llama3.1-8b,halueval_qa,probe_linear,30,0.9904166666666666,0.011829224638815312,0.9708333333333332,0.9714945297601124,0.9860296464091148
llama3.1-8b,halueval_qa,probe_linear,31,0.9910416666666667,0.010133655422512782,0.9666666666666667,0.9672764227642277,0.9897717403650246
llama3.1-8b,halueval_qa,probe_linear,32,0.9904166666666666,0.011829224638815312,0.9625,0.9637562596063266,0.9866695604977603
llama3.1-8b,halueval_qa,probe_mlp,0,0.9810416666666667,0.01902803122296742,0.6625,0.7736625514403291,0.9779788159906597
llama3.1-8b,halueval_qa,probe_mlp,1,0.984375,0.011191980015469411,0.6583333333333333,0.7696476964769646,0.9845599516296403
llama3.1-8b,halueval_qa,probe_mlp,2,0.9781249999999999,0.01947220240924654,0.6416666666666667,0.5317460317460317,0.972344736615456
llama3.1-8b,halueval_qa,probe_mlp,3,0.9852083333333334,0.019157606554287786,0.9291666666666666,0.9353167158045207,0.9801480722868418
llama3.1-8b,halueval_qa,probe_mlp,4,0.9847916666666666,0.018918226807910863,0.9708333333333333,0.9714945297601124,0.9810390523661588
llama3.1-8b,halueval_qa,probe_mlp,5,0.9870833333333332,0.013885068919126378,0.9708333333333333,0.9714945297601124,0.98157720925222
llama3.1-8b,halueval_qa,probe_mlp,6,0.991875,0.006208193510729697,0.9708333333333333,0.9714945297601124,0.9906939765813784
llama3.1-8b,halueval_qa,probe_mlp,7,0.9925,0.0070710678118654285,0.9666666666666667,0.9674796747967479,0.9912485417892335
llama3.1-8b,halueval_qa,probe_mlp,8,0.9929166666666666,0.00781180552468858,0.9666666666666667,0.9674796747967479,0.9908474697611874
llama3.1-8b,halueval_qa,probe_mlp,9,0.9943750000000001,0.006270798726371789,0.9583333333333334,0.9589430894308943,0.9929419136743576
llama3.1-8b,halueval_qa,probe_mlp,10,0.995625,0.0044487826050130345,0.9666666666666667,0.9674796747967479,0.9950758328658059
llama3.1-8b,halueval_qa,probe_mlp,11,0.9925,0.0075173410636119094,0.9666666666666667,0.9674796747967479,0.9894318420066508
llama3.1-8b,halueval_qa,probe_mlp,12,0.9933333333333333,0.008138343743593549,0.9708333333333333,0.9713941583860283,0.9902351714685169
llama3.1-8b,halueval_qa,probe_mlp,13,0.995,0.005796011559684775,0.9708333333333333,0.9713941583860283,0.9940597439411804
llama3.1-8b,halueval_qa,probe_mlp,14,0.9964583333333333,0.004156236946512517,0.9666666666666667,0.9674796747967479,0.9963497854188338
llama3.1-8b,halueval_qa,probe_mlp,15,0.9977083333333333,0.0024116326880812967,0.9708333333333333,0.9714945297601124,0.9977328253772413
llama3.1-8b,halueval_qa,probe_mlp,16,0.9968749999999998,0.0031868871959955095,0.9666666666666667,0.9674796747967479,0.9969516741613074
llama3.1-8b,halueval_qa,probe_mlp,17,0.9975,0.0018399501804849665,0.9708333333333332,0.9714945297601124,0.9974920785397843
llama3.1-8b,halueval_qa,probe_mlp,18,0.9977083333333333,0.0019320038532282824,0.9708333333333332,0.9714945297601124,0.9977057537534595
llama3.1-8b,halueval_qa,probe_mlp,19,0.9975,0.0022243913025065277,0.9708333333333332,0.9714945297601124,0.9974676585153643
llama3.1-8b,halueval_qa,probe_mlp,20,0.9968750000000001,0.0035355339059327143,0.9708333333333332,0.9714945297601124,0.996649134685989
llama3.1-8b,halueval_qa,probe_mlp,21,0.995625,0.004868050602311635,0.9708333333333332,0.9714945297601124,0.9949488934095982
llama3.1-8b,halueval_qa,probe_mlp,22,0.9960416666666667,0.00474158611530877,0.9708333333333332,0.9714945297601124,0.9954726582626314
llama3.1-8b,halueval_qa,probe_mlp,23,0.995625,0.005750905725767591,0.9708333333333332,0.9714945297601124,0.9946799232198963
llama3.1-8b,halueval_qa,probe_mlp,24,0.9954166666666667,0.005162296538901606,0.9708333333333332,0.9714945297601124,0.9947727130008598
llama3.1-8b,halueval_qa,probe_mlp,25,0.99625,0.004448782605013055,0.9708333333333332,0.9714945297601124,0.99578130023794
llama3.1-8b,halueval_qa,probe_mlp,26,0.9966666666666667,0.0038640077064565127,0.9708333333333332,0.9714945297601124,0.996366275607398
llama3.1-8b,halueval_qa,probe_mlp,27,0.9960416666666667,0.0029901458530014954,0.9708333333333332,0.9714945297601124,0.9957994945600331
llama3.1-8b,halueval_qa,probe_mlp,28,0.995625,0.003985651347856036,0.9666666666666667,0.9674796747967479,0.995156039658411
llama3.1-8b,halueval_qa,probe_mlp,29,0.9956250000000001,0.003186887195995459,0.9666666666666667,0.9674796747967479,0.99529649155703
llama3.1-8b,halueval_qa,probe_mlp,30,0.9952083333333333,0.0036916760722227548,0.9666666666666667,0.9674796747967479,0.9947230661991219
llama3.1-8b,halueval_qa,probe_mlp,31,0.9964583333333333,0.003761556267764077,0.9708333333333333,0.9714945297601124,0.996152600393723
llama3.1-8b,halueval_qa,probe_mlp,32,0.9964583333333333,0.004124789556921544,0.9666666666666667,0.9674796747967479,0.9965186291540209
llama3.1-8b,synthetic,probe_linear,0,0.7489583333333334,0.026674803446115374,0.6833333333333332,0.6658981140321135,0.7856673217841365
llama3.1-8b,synthetic,probe_linear,1,0.7512500000000001,0.05932783214197758,0.6749999999999999,0.6487638913650681,0.7848778013250892
llama3.1-8b,synthetic,probe_linear,2,0.7683333333333334,0.07174232924540128,0.7083333333333334,0.7015135083230248,0.7801999718710189
llama3.1-8b,synthetic,probe_linear,3,0.834375,0.048776702088873004,0.75,0.741133538601893,0.8438095820408327
llama3.1-8b,synthetic,probe_linear,4,0.8779166666666667,0.04079398614447427,0.7958333333333333,0.7936449864498645,0.880897288800643
llama3.1-8b,synthetic,probe_linear,5,0.8752083333333335,0.04822455431508811,0.8125,0.8151361501640254,0.8793390284983819
llama3.1-8b,synthetic,probe_linear,6,0.9527083333333334,0.027657377958793524,0.8875000000000001,0.8852564102564102,0.9601061853623731
llama3.1-8b,synthetic,probe_linear,7,0.975625,0.017773165634367632,0.9249999999999999,0.9237012987012987,0.9792576979902399
llama3.1-8b,synthetic,probe_linear,8,0.9943749999999999,0.006673173907519562,0.9500000000000001,0.9489091318038687,0.9945103550227207
llama3.1-8b,synthetic,probe_linear,9,0.9943750000000001,0.0075173410636119615,0.9500000000000001,0.947805715257044,0.9946192944732739
llama3.1-8b,synthetic,probe_linear,10,0.9960416666666667,0.004340138886666624,0.9666666666666667,0.9653508771929825,0.9961774487671087
llama3.1-8b,synthetic,probe_linear,11,0.9977083333333333,0.0016404183070857779,0.9666666666666667,0.9659159405994849,0.9977726778641413
